InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Product,Quantity,UnitPrice,Totalsale,CustomerID,Country
540976,12/01/11,3:00:00 PM,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,22398,MAGNETS PACK OF 4 SWALLOWS,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,21917,SET 12 KIDS  WHITE CHALK STICKS,24,0.42,10.08,12652,France
540976,12/01/11,3:00:00 PM,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1.65,16.5,12652,France
540976,12/01/11,3:00:00 PM,20719,WOODLAND CHARLOTTE BAG,10,0.85,8.5,12652,France
540976,12/01/11,3:00:00 PM,21452,TOADSTOOL MONEY BOX,6,2.95,17.7,12652,France
540976,12/01/11,3:00:00 PM,20724,RED RETROSPOT CHARLOTTE BAG,10,0.85,8.5,12652,France
540976,12/01/11,3:00:00 PM,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.7,12652,France
540976,12/01/11,3:00:00 PM,22138,BAKING SET 9 PIECE RETROSPOT ,3,4.95,14.85,12652,France
540976,12/01/11,3:00:00 PM,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,4.95,14.85,12652,France
540976,12/01/11,3:00:00 PM,22856,ASSORTED EASTER DECORATIONS  BELLS,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,22207,FRYING PAN UNION FLAG,4,4.25,17,12652,France
540976,12/01/11,3:00:00 PM,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,3.75,15,12652,France
540976,12/01/11,3:00:00 PM,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8,12652,France
540976,12/01/11,3:00:00 PM,22358,KINGS CHOICE TEA CADDY ,6,2.95,17.7,12652,France
540976,12/01/11,3:00:00 PM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,1.65,19.8,12652,France
540976,12/01/11,3:00:00 PM,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2,12652,France
540976,12/01/11,3:00:00 PM,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.8,12652,France
540976,12/01/11,3:00:00 PM,21875,KINGS CHOICE MUG,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,21908,CHOCOLATE THIS WAY METAL SIGN,12,2.1,25.2,12652,France
540976,12/01/11,3:00:00 PM,21877,HOME SWEET HOME MUG,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,22406,MONEY BOX KINGS CHOICE DESIGN,12,1.25,15,12652,France
540976,12/01/11,3:00:00 PM,85015,SET OF 12  VINTAGE POSTCARD SET,6,2.55,15.3,12652,France
540976,12/01/11,3:00:00 PM,84821,DANISH ROSE DELUXE COASTER,24,0.21,5.04,12652,France
540976,12/01/11,3:00:00 PM,21110,LARGE CAKE TOWEL PINK SPOTS,24,1.95,46.8,12652,France
540976,12/01/11,3:00:00 PM,POST,POSTAGE,7,18,126,12652,France
541093,13/01/11,1:21:00 PM,22472,TV DINNER TRAY DOLLY GIRL,3,4.95,14.85,12471,Germany
541093,13/01/11,1:21:00 PM,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2.95,17.7,12471,Germany
541093,13/01/11,1:21:00 PM,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,4.95,39.6,12471,Germany
541093,13/01/11,1:21:00 PM,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,19.8,12471,Germany
541093,13/01/11,1:21:00 PM,22937,BAKING MOULD CHOCOLATE CUPCAKES,18,2.55,45.9,12471,Germany
541093,13/01/11,1:21:00 PM,22423,REGENCY CAKESTAND 3 TIER,48,10.95,525.6,12471,Germany
541093,13/01/11,1:21:00 PM,POST,POSTAGE,5,18,90,12471,Germany
541120,14/01/11,9:13:00 AM,21195,PINK  HONEYCOMB PAPER BALL ,48,0.65,31.2,12490,France
541120,14/01/11,9:13:00 AM,21880,RED RETROSPOT TAPE,24,0.19,4.56,12490,France
541120,14/01/11,9:13:00 AM,21881,CUTE CATS TAPE,24,0.19,4.56,12490,France
541120,14/01/11,9:13:00 AM,22377,BOTTLE BAG RETROSPOT ,20,0.85,17,12490,France
541120,14/01/11,9:13:00 AM,84356,POMPOM CURTAIN,12,1.95,23.4,12490,France
541120,14/01/11,9:13:00 AM,22971,QUEENS GUARD COFFEE MUG,24,2.55,61.2,12490,France
541120,14/01/11,9:13:00 AM,22898,CHILDRENS APRON APPLES DESIGN,8,1.95,15.6,12490,France
541120,14/01/11,9:13:00 AM,22303,COFFEE MUG APPLES DESIGN,12,2.55,30.6,12490,France
541120,14/01/11,9:13:00 AM,22894,TABLECLOTH RED APPLES DESIGN ,4,8.5,34,12490,France
541120,14/01/11,9:13:00 AM,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2.95,17.7,12490,France
541120,14/01/11,9:13:00 AM,22302,COFFEE MUG PEARS  DESIGN,6,2.55,15.3,12490,France
541120,14/01/11,9:13:00 AM,22908,PACK OF 20 NAPKINS RED APPLES,12,0.85,10.2,12490,France
541120,14/01/11,9:13:00 AM,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2.55,15.3,12490,France
541120,14/01/11,9:13:00 AM,21976,PACK OF 60 MUSHROOM CAKE CASES,24,0.55,13.2,12490,France
541120,14/01/11,9:13:00 AM,22938,CUPCAKE LACE PAPER SET 6,12,1.95,23.4,12490,France
541120,14/01/11,9:13:00 AM,22970,LONDON BUS COFFEE MUG,6,2.55,15.3,12490,France
541120,14/01/11,9:13:00 AM,22988,SOLDIERS EGG CUP ,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,22659,LUNCH BOX I LOVE LONDON,12,1.95,23.4,12490,France
541120,14/01/11,9:13:00 AM,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2.1,12.6,12490,France
541120,14/01/11,9:13:00 AM,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,0.65,15.6,12490,France
541120,14/01/11,9:13:00 AM,20750,RED RETROSPOT MINI CASES,4,7.95,31.8,12490,France
541120,14/01/11,9:13:00 AM,22090,PAPER BUNTING RETROSPOT,12,2.95,35.4,12490,France
541120,14/01/11,9:13:00 AM,20724,RED RETROSPOT CHARLOTTE BAG,10,0.85,8.5,12490,France
541120,14/01/11,9:13:00 AM,22356,CHARLOTTE BAG PINK POLKADOT,10,0.85,8.5,12490,France
541120,14/01/11,9:13:00 AM,85099B,JUMBO BAG RED RETROSPOT,10,1.95,19.5,12490,France
541120,14/01/11,9:13:00 AM,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,0.85,10.2,12490,France
541120,14/01/11,9:13:00 AM,21238,RED RETROSPOT CUP,8,0.85,6.8,12490,France
541120,14/01/11,9:13:00 AM,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,12490,France
541120,14/01/11,9:13:00 AM,22704,WRAP RED APPLES ,25,0.42,10.5,12490,France
541120,14/01/11,9:13:00 AM,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15,12490,France
541120,14/01/11,9:13:00 AM,21915,RED  HARMONICA IN BOX ,12,1.25,15,12490,France
541120,14/01/11,9:13:00 AM,22631,CIRCUS PARADE LUNCH BOX ,12,1.95,23.4,12490,France
541120,14/01/11,9:13:00 AM,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,19.8,12490,France
541120,14/01/11,9:13:00 AM,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8,12490,France
541120,14/01/11,9:13:00 AM,21156,RETROSPOT CHILDRENS APRON,8,1.95,15.6,12490,France
541120,14/01/11,9:13:00 AM,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.8,12490,France
541120,14/01/11,9:13:00 AM,22385,JUMBO BAG SPACEBOY DESIGN,10,1.95,19.5,12490,France
541120,14/01/11,9:13:00 AM,20711,JUMBO BAG TOYS ,10,1.95,19.5,12490,France
541120,14/01/11,9:13:00 AM,POST,POSTAGE,5,18,90,12490,France
541121,14/01/11,9:20:00 AM,85099B,JUMBO BAG RED RETROSPOT,10,1.95,19.5,12672,France
541121,14/01/11,9:20:00 AM,21039,RED RETROSPOT SHOPPING BAG,6,2.55,15.3,12672,France
541121,14/01/11,9:20:00 AM,20679,EDWARDIAN PARASOL RED,3,5.95,17.85,12672,France
541121,14/01/11,9:20:00 AM,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,0.85,10.2,12672,France
541121,14/01/11,9:20:00 AM,22668,PINK BABY BUNTING,15,2.95,44.25,12672,France
541121,14/01/11,9:20:00 AM,22588,CARD HOLDER GINGHAM HEART,6,2.55,15.3,12672,France
541121,14/01/11,9:20:00 AM,20750,RED RETROSPOT MINI CASES,6,7.95,47.7,12672,France
541121,14/01/11,9:20:00 AM,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9,12672,France
541121,14/01/11,9:20:00 AM,21218,RED SPOTTY BISCUIT TIN,6,3.75,22.5,12672,France
541121,14/01/11,9:20:00 AM,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,1.45,17.4,12672,France
541122,14/01/11,9:23:00 AM,22425,ENAMEL COLANDER CREAM,3,4.95,14.85,12708,Germany
541122,14/01/11,9:23:00 AM,22199,FRYING PAN RED RETROSPOT,4,4.25,17,12708,Germany
541122,14/01/11,9:23:00 AM,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2.95,17.7,12708,Germany
541122,14/01/11,9:23:00 AM,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2.95,17.7,12708,Germany
541122,14/01/11,9:23:00 AM,21668,RED STRIPE CERAMIC DRAWER KNOB,12,1.25,15,12708,Germany
541122,14/01/11,9:23:00 AM,21671,RED SPOT CERAMIC DRAWER KNOB,12,1.25,15,12708,Germany
541122,14/01/11,9:23:00 AM,21238,RED RETROSPOT CUP,8,0.85,6.8,12708,Germany
541122,14/01/11,9:23:00 AM,20674,GREEN POLKADOT BOWL,8,1.25,10,12708,Germany
541122,14/01/11,9:23:00 AM,22629,SPACEBOY LUNCH BOX ,12,1.95,23.4,12708,Germany
541122,14/01/11,9:23:00 AM,16161P,WRAP ENGLISH ROSE ,25,0.42,10.5,12708,Germany
541122,14/01/11,9:23:00 AM,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15,12708,Germany
541122,14/01/11,9:23:00 AM,22962,JAM JAR WITH PINK LID,12,0.85,10.2,12708,Germany
541122,14/01/11,9:23:00 AM,21242,RED RETROSPOT PLATE ,8,1.69,13.52,12708,Germany
541122,14/01/11,9:23:00 AM,22333,RETROSPOT PARTY BAG + STICKER SET,8,1.65,13.2,12708,Germany
541122,14/01/11,9:23:00 AM,22986,GINGHAM ROSE WRAP,25,0.42,10.5,12708,Germany
541122,14/01/11,9:23:00 AM,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,12.75,12.75,12708,Germany
541122,14/01/11,9:23:00 AM,84968D,SET OF 16 VINTAGE RED CUTLERY,1,12.75,12.75,12708,Germany
541122,14/01/11,9:23:00 AM,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,12.75,12.75,12708,Germany
541122,14/01/11,9:23:00 AM,POST,POSTAGE,2,18,36,12708,Germany
541125,14/01/11,10:06:00 AM,21936,RED RETROSPOT PICNIC BAG,10,2.95,29.5,12474,Germany
541125,14/01/11,10:06:00 AM,POST,POSTAGE,1,18,18,12474,Germany
541138,14/01/11,10:42:00 AM,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,3.25,19.5,12553,France
541138,14/01/11,10:42:00 AM,22355,CHARLOTTE BAG SUKI DESIGN,20,0.85,17,12553,France
541138,14/01/11,10:42:00 AM,21931,JUMBO STORAGE BAG SUKI,10,1.95,19.5,12553,France
541138,14/01/11,10:42:00 AM,85099B,JUMBO BAG RED RETROSPOT,10,1.95,19.5,12553,France
541138,14/01/11,10:42:00 AM,22385,JUMBO BAG SPACEBOY DESIGN,10,1.95,19.5,12553,France
541138,14/01/11,10:42:00 AM,20712,JUMBO BAG WOODLAND ANIMALS,10,1.95,19.5,12553,France
541138,14/01/11,10:42:00 AM,20866,BLUE ROSE FABRIC MIRROR,12,1.25,15,12553,France
541138,14/01/11,10:42:00 AM,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,2.95,17.7,12553,France
541138,14/01/11,10:42:00 AM,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,12553,France
541138,14/01/11,10:42:00 AM,79191C,RETRO PLASTIC ELEPHANT TRAY,12,0.85,10.2,12553,France
541138,14/01/11,10:42:00 AM,79190B,RETRO PLASTIC POLKA TRAY,15,0.42,6.3,12553,France
541138,14/01/11,10:42:00 AM,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,19.8,12553,France
541138,14/01/11,10:42:00 AM,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,19.8,12553,France
541138,14/01/11,10:42:00 AM,22553,PLASTERS IN TIN SKULLS,12,1.65,19.8,12553,France
541138,14/01/11,10:42:00 AM,22029,SPACEBOY BIRTHDAY CARD,12,0.42,5.04,12553,France
541138,14/01/11,10:42:00 AM,20973,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.6,12553,France
541138,14/01/11,10:42:00 AM,22418,10 COLOUR SPACEBOY PEN,24,0.85,20.4,12553,France
541138,14/01/11,10:42:00 AM,51014L,"FEATHER PEN,LIGHT PINK",12,0.85,10.2,12553,France
541138,14/01/11,10:42:00 AM,21880,RED RETROSPOT TAPE,12,0.65,7.8,12553,France
541138,14/01/11,10:42:00 AM,21429,RED GINGHAM ROSE JEWELLERY BOX,8,1.65,13.2,12553,France
541138,14/01/11,10:42:00 AM,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,1.45,17.4,12553,France
541138,14/01/11,10:42:00 AM,22747,POPPY'S PLAYHOUSE BATHROOM,6,2.1,12.6,12553,France
541138,14/01/11,10:42:00 AM,22748,POPPY'S PLAYHOUSE KITCHEN,6,2.1,12.6,12553,France
541138,14/01/11,10:42:00 AM,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2.1,12.6,12553,France
541138,14/01/11,10:42:00 AM,22569,FELTCRAFT CUSHION BUTTERFLY,4,3.75,15,12553,France
541138,14/01/11,10:42:00 AM,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,1.25,15,12553,France
541138,14/01/11,10:42:00 AM,22750,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,15,12553,France
541138,14/01/11,10:42:00 AM,22274,FELTCRAFT DOLL EMILY,6,2.95,17.7,12553,France
541138,14/01/11,10:42:00 AM,22492,MINI PAINT SET VINTAGE ,36,0.65,23.4,12553,France
541138,14/01/11,10:42:00 AM,22138,BAKING SET 9 PIECE RETROSPOT ,3,4.95,14.85,12553,France
541138,14/01/11,10:42:00 AM,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5,12553,France
541138,14/01/11,10:42:00 AM,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5,12553,France
541138,14/01/11,10:42:00 AM,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,13.92,12553,France
541138,14/01/11,10:42:00 AM,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.8,12553,France
541138,14/01/11,10:42:00 AM,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,0.85,10.2,12553,France
541138,14/01/11,10:42:00 AM,21365,MIRRORED WALL ART STARS,6,2.95,17.7,12553,France
541138,14/01/11,10:42:00 AM,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2.95,17.7,12553,France
541138,14/01/11,10:42:00 AM,POST,POSTAGE,6,18,108,12553,France
541206,14/01/11,12:24:00 PM,21986,PACK OF 12 PINK POLKADOT TISSUES,48,0.29,13.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,22968,ROSE COTTAGE KEEPSAKE BOX ,32,8.5,272,14646,Netherlands
541206,14/01/11,12:24:00 PM,22505,MEMO BOARD COTTAGE DESIGN,24,4.25,102,14646,Netherlands
541206,14/01/11,12:24:00 PM,22507,MEMO BOARD RETROSPOT  DESIGN,32,4.25,136,14646,Netherlands
541206,14/01/11,12:24:00 PM,22378,WALL TIDY RETROSPOT ,20,0.85,17,14646,Netherlands
541206,14/01/11,12:24:00 PM,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,1.45,139.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,21429,RED GINGHAM ROSE JEWELLERY BOX,96,1.45,139.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,72,3.39,244.08,14646,Netherlands
541206,14/01/11,12:24:00 PM,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,64,3.75,240,14646,Netherlands
541206,14/01/11,12:24:00 PM,22466,FAIRY TALE COTTAGE NIGHTLIGHT,96,1.65,158.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,21731,RED TOADSTOOL LED NIGHT LIGHT,288,1.45,417.6,14646,Netherlands
541206,14/01/11,12:24:00 PM,20750,RED RETROSPOT MINI CASES,72,6.35,457.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22489,PACK OF 12 TRADITIONAL CRAYONS,288,0.36,103.68,14646,Netherlands
541206,14/01/11,12:24:00 PM,22491,PACK OF 12 COLOURED PENCILS,144,0.72,103.68,14646,Netherlands
541206,14/01/11,12:24:00 PM,22960,JAM MAKING SET WITH JARS,48,3.75,180,14646,Netherlands
541206,14/01/11,12:24:00 PM,22961,JAM MAKING SET PRINTED,192,1.25,240,14646,Netherlands
541206,14/01/11,12:24:00 PM,22962,JAM JAR WITH PINK LID,48,0.72,34.56,14646,Netherlands
541206,14/01/11,12:24:00 PM,22963,JAM JAR WITH GREEN LID,48,0.72,34.56,14646,Netherlands
541206,14/01/11,12:24:00 PM,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2.55,61.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,21981,PACK OF 12 WOODLAND TISSUES ,144,0.29,41.76,14646,Netherlands
541206,14/01/11,12:24:00 PM,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,21507,"ELEPHANT, BIRTHDAY CARD, ",144,0.36,51.84,14646,Netherlands
541206,14/01/11,12:24:00 PM,22029,SPACEBOY BIRTHDAY CARD,144,0.36,51.84,14646,Netherlands
541206,14/01/11,12:24:00 PM,22714,CARD BIRTHDAY COWBOY,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,22024,RAINY LADIES BIRTHDAY CARD,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,22715,CARD WEDDING DAY,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,22028,PENNY FARTHING BIRTHDAY CARD,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,22035,VINTAGE CARAVAN GREETING CARD ,72,0.36,25.92,14646,Netherlands
541206,14/01/11,12:24:00 PM,21717,EASTER TIN BUCKET,64,2.1,134.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,21212,PACK OF 72 RETROSPOT CAKE CASES,120,0.42,50.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,22417,PACK OF 60 SPACEBOY CAKE CASES,120,0.42,50.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,22951,60 CAKE CASES DOLLY GIRL DESIGN,120,0.42,50.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,21976,PACK OF 60 MUSHROOM CAKE CASES,240,0.42,100.8,14646,Netherlands
541206,14/01/11,12:24:00 PM,84992,72 SWEETHEART FAIRY CAKE CASES,120,0.42,50.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,22956,36 FOIL HEART CAKE CASES,144,1.85,266.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,21210,SET OF 72 RETROSPOT PAPER  DOILIES,96,1.25,120,14646,Netherlands
541206,14/01/11,12:24:00 PM,22955,36 FOIL STAR CAKE CASES ,48,1.85,88.8,14646,Netherlands
541206,14/01/11,12:24:00 PM,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,0.64,61.44,14646,Netherlands
541206,14/01/11,12:24:00 PM,22333,RETROSPOT PARTY BAG + STICKER SET,96,1.45,139.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22331,WOODLAND PARTY BAG + STICKER SET,144,1.45,208.8,14646,Netherlands
541206,14/01/11,12:24:00 PM,22613,PACK OF 20 SPACEBOY NAPKINS,96,0.64,61.44,14646,Netherlands
541206,14/01/11,12:24:00 PM,22908,PACK OF 20 NAPKINS RED APPLES,192,0.64,122.88,14646,Netherlands
541206,14/01/11,12:24:00 PM,21078,SET/20 STRAWBERRY PAPER NAPKINS ,96,0.64,61.44,14646,Netherlands
541206,14/01/11,12:24:00 PM,21124,SET/10 BLUE POLKADOT PARTY CANDLES,288,1.06,305.28,14646,Netherlands
541206,14/01/11,12:24:00 PM,22090,PAPER BUNTING RETROSPOT,40,2.55,102,14646,Netherlands
541206,14/01/11,12:24:00 PM,20719,WOODLAND CHARLOTTE BAG,100,0.72,72,14646,Netherlands
541206,14/01/11,12:24:00 PM,22356,CHARLOTTE BAG PINK POLKADOT,100,0.72,72,14646,Netherlands
541206,14/01/11,12:24:00 PM,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,0.72,72,14646,Netherlands
541206,14/01/11,12:24:00 PM,20724,RED RETROSPOT CHARLOTTE BAG,200,0.72,144,14646,Netherlands
541206,14/01/11,12:24:00 PM,22355,CHARLOTTE BAG SUKI DESIGN,100,0.72,72,14646,Netherlands
541206,14/01/11,12:24:00 PM,20725,LUNCH BAG RED RETROSPOT,100,1.45,145,14646,Netherlands
541206,14/01/11,12:24:00 PM,21931,JUMBO STORAGE BAG SUKI,100,1.65,165,14646,Netherlands
541206,14/01/11,12:24:00 PM,20718,RED RETROSPOT SHOPPER BAG,100,1.06,106,14646,Netherlands
541206,14/01/11,12:24:00 PM,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,3.39,244.08,14646,Netherlands
541206,14/01/11,12:24:00 PM,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,1.06,114.48,14646,Netherlands
541206,14/01/11,12:24:00 PM,21156,RETROSPOT CHILDRENS APRON,60,1.65,99,14646,Netherlands
541206,14/01/11,12:24:00 PM,22898,CHILDRENS APRON APPLES DESIGN,100,1.65,165,14646,Netherlands
541206,14/01/11,12:24:00 PM,22899,CHILDREN'S APRON DOLLY GIRL ,50,1.85,92.5,14646,Netherlands
541206,14/01/11,12:24:00 PM,22367,CHILDRENS APRON SPACEBOY DESIGN,100,1.65,165,14646,Netherlands
541206,14/01/11,12:24:00 PM,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,144,2.55,367.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22630,DOLLY GIRL LUNCH BOX,64,1.65,105.6,14646,Netherlands
541206,14/01/11,12:24:00 PM,22629,SPACEBOY LUNCH BOX ,128,1.65,211.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,21217,RED RETROSPOT ROUND CAKE TINS,12,8.95,107.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,21218,RED SPOTTY BISCUIT TIN,96,3.25,312,14646,Netherlands
541206,14/01/11,12:24:00 PM,22667,RECIPE BOX RETROSPOT ,24,2.55,61.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22897,OVEN MITT APPLES DESIGN,50,1.25,62.5,14646,Netherlands
541206,14/01/11,12:24:00 PM,22558,CLOTHES PEGS RETROSPOT PACK 24 ,144,1.25,180,14646,Netherlands
541206,14/01/11,12:24:00 PM,21238,RED RETROSPOT CUP,96,0.72,69.12,14646,Netherlands
541206,14/01/11,12:24:00 PM,21240,BLUE POLKADOT CUP,96,0.72,69.12,14646,Netherlands
541206,14/01/11,12:24:00 PM,22345,PARTY PIZZA DISH BLUE POLKADOT,24,0.21,5.04,14646,Netherlands
541206,14/01/11,12:24:00 PM,20676,RED RETROSPOT BOWL,72,1.06,76.32,14646,Netherlands
541206,14/01/11,12:24:00 PM,20675,BLUE POLKADOT BOWL,72,1.06,76.32,14646,Netherlands
541206,14/01/11,12:24:00 PM,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,1.06,101.76,14646,Netherlands
541206,14/01/11,12:24:00 PM,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,288,1.45,417.6,14646,Netherlands
541206,14/01/11,12:24:00 PM,22467,GUMBALL COAT RACK,72,2.1,151.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22652,TRAVEL SEWING KIT,50,1.65,82.5,14646,Netherlands
541206,14/01/11,12:24:00 PM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,96,1.45,139.2,14646,Netherlands
541206,14/01/11,12:24:00 PM,22551,PLASTERS IN TIN SPACEBOY,192,1.45,278.4,14646,Netherlands
541206,14/01/11,12:24:00 PM,22554,PLASTERS IN TIN WOODLAND ANIMALS,288,1.45,417.6,14646,Netherlands
541224,14/01/11,2:45:00 PM,21025,SPACE FROG,10,1.25,12.5,12474,Germany
541224,14/01/11,2:45:00 PM,21915,RED  HARMONICA IN BOX ,12,1.25,15,12474,Germany
541224,14/01/11,2:45:00 PM,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2.95,17.7,12474,Germany
541224,14/01/11,2:45:00 PM,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2.95,35.4,12474,Germany
541224,14/01/11,2:45:00 PM,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,8.5,34,12474,Germany
541224,14/01/11,2:45:00 PM,22668,PINK BABY BUNTING,5,2.95,14.75,12474,Germany
541224,14/01/11,2:45:00 PM,22669,RED BABY BUNTING ,5,2.95,14.75,12474,Germany
541224,14/01/11,2:45:00 PM,21746,SMALL RED RETROSPOT WINDMILL,12,1.25,15,12474,Germany
541224,14/01/11,2:45:00 PM,22487,WHITE WOOD GARDEN PLANT LADDER,1,9.95,9.95,12474,Germany
541224,14/01/11,2:45:00 PM,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,4.95,14.85,12474,Germany
541224,14/01/11,2:45:00 PM,POST,POSTAGE,1,18,18,12474,Germany
541269,17/01/11,11:01:00 AM,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2.95,17.7,12626,Germany
541269,17/01/11,11:01:00 AM,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,4.95,19.8,12626,Germany
541269,17/01/11,11:01:00 AM,22630,DOLLY GIRL LUNCH BOX,12,1.95,23.4,12626,Germany
541269,17/01/11,11:01:00 AM,22174,PHOTO CUBE,12,1.65,19.8,12626,Germany
541269,17/01/11,11:01:00 AM,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,1.65,19.8,12626,Germany
541269,17/01/11,11:01:00 AM,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,9.95,19.9,12626,Germany
541269,17/01/11,11:01:00 AM,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,3.75,15,12626,Germany
541269,17/01/11,11:01:00 AM,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,12626,Germany
